Grapheme	IPA	Type
aͦ̄ȧ̩	ɒːɐ	v
aͦ̄à̩	ɒːa	v
aͦ̄á̩	ɒːɑ	v
aͦ̄a̱	ɒːa	v
aͦ̄a̩	ɒːa	v
aͦ̄à̃	ɒːã	v
aͦ̄ằ	ɒːa	v
aͦ̄ắ	ɒːɑ	v
aͦ̄ã	ɒːã	v
aͦ̄ă	ɒːa	v
aͦ̄ȧ	ɒːɐ	v
aͦ̄à	ɒːa	v
aͦ̄á	ɒːɑ	v
aͦ̄a	ɒːa	v
aͦ̄e̩ͥ̄	ɒːe	v
aͦ̄eͥ̄	ɒːeː	v
aͦ̄e̱ͥ	ɒːe	v
aͦ̄e̩ͥ	ɒːe	v
aͦ̄eͥ̃	ɒːẽ	v
aͦ̄eͥ̆	ɒːe	v
aͦ̄eͥ	ɒːe	v
aͦ̄è̩̄̃	ɒːɛ̃ː	v
aͦ̄ḕ̱	ɒːɛː	v
aͦ̄ḕ̩	ɒːɛː	v
aͦ̄ḗ̩	ɒːeː	v
aͦ̄ē̩	ɒːeː	v
aͦ̄è̄̃	ɒːɛ̃ː	v
aͦ̄ē̃	ɒːẽː	v
aͦ̄ë̄	ɒːɛː	v
aͦ̄ḕ	ɒːɛː	v
aͦ̄ḗ	ɒːeː	v
aͦ̄ē	ɒːeː	v
aͦ̄ė̱̣	ɒːə	v
aͦ̄ė̱̃	ɒːə	v
aͦ̄è̱̃	ɒːɛ	v
aͦ̄é̱̃	ɒːe	v
aͦ̄ĕ̱̀	ɒːɛ	v
aͦ̄ë̩̆	ɒːɛ	v
aͦ̄è̩̃	ɒːɛ̃	v
aͦ̄é̩̃	ɒːẽ	v
aͦ̄ĕ̩̀	ɒːɛ	v
aͦ̄ẽ̱	ɒːe	v
aͦ̄ĕ̩́	ɒːe	v
aͦ̄ë̱	ɒːɛ	v
aͦ̄ẽ̩	ɒːe	v
aͦ̄ė̱	ɒːə	v
aͦ̄è̱	ɒːɛ	v
aͦ̄é̱	ɒːe	v
aͦ̄ĕ̩	ɒːe	v
aͦ̄è͋	ɒːɛ	v
aͦ̄ë̩	ɒːɛ	v
aͦ̄é͋	ɒːe	v
aͦ̄ė̩	ɒːə	v
aͦ̄è̩	ɒːɛ	v
aͦ̄é̩	ɒːe	v
aͦ̄e̱	ɒːe	v
aͦ̄e̩	ɒːe	v
aͦ̄ë̃	ɒːɛ	v
aͦ̄ė̃	ɒːə̃	v
aͦ̄ë̆	ɒːɛ	v
aͦ̄è̃	ɒːɛ̃	v
aͦ̄é̃	ɒːẽ	v
aͦ̄ĕ̀	ɒːɛ	v
aͦ̄ĕ́	ɒːe	v
aͦ̄ẽ	ɒːẽ	v
aͦ̄ĕ	ɒːe	v
aͦ̄ë	ɒːɛ	v
aͦ̄ė	ɒːə	v
aͦ̄è	ɒːɛ	v
aͦ̄é	ɒːe	v
aͦ̄e	ɒːe	v
aͦ̄ï̩̄	ɒːɪː	v
aͦ̄ī̱	ɒːiː	v
aͦ̄ī̩	ɒːiː	v
aͦ̄ī̀	ɒːɪː	v
aͦ̄ī	ɒːiː	v
aͦ̄ï̩̆	ɒːɪ	v
aͦ̄ĭ̩̀	ɒːɪ	v
aͦ̄ĩ̱	ɒːi	v
aͦ̄ĭ̱	ɒːi	v
aͦ̄ï̱	ɒːɪ	v
aͦ̄ì̱	ɒːɪ	v
aͦ̄ï̩	ɒːɪ	v
aͦ̄ì̩	ɒːɪ	v
aͦ̄i̱	ɒːi	v
aͦ̄i̩	ɒːɪ	v
aͦ̄ì̃	ɒːɪ̃	v
aͦ̄ĭ̀	ɒːɪ	v
aͦ̄ĩ	ɒːɪ̃	v
aͦ̄ĭ	ɒːɪ	v
aͦ̄ï	ɒːɪ	v
aͦ̄ì	ɒːɪ	v
aͦ̄i	ɒːi	v
aͦ̄o̩ͮ̄	ɒːoː	v
aͦ̄oͮ̄	ɒːoː	v
aͦ̄o̱ͮ	ɒːo	v
aͦ̄o̩ͮ	ɒːo	v
aͦ̄oͮ̃	ɒːõ	v
aͦ̄oͮ̆	ɒːo	v
aͦ̄oͮ	ɒːo	v
aͦ̄ṓ̩	ɒːoː	v
aͦ̄ō̱	ɒːoː	v
aͦ̄ṓ	ɒːoː	v
aͦ̄ō	ɒːoː	v
aͦ̄ó̱̃	ɒːo	v
aͦ̄õ̱	ɒːo	v
aͦ̄ŏ̱	ɒːo	v
aͦ̄ó̱	ɒːo	v
aͦ̄ŏ̩	ɒːo	v
aͦ̄ó̩	ɒːo	v
aͦ̄o̱	ɒːo	v
aͦ̄o̩	ɒːo	v
aͦ̄ó̃	ɒːõ	v
aͦ̄ŏ́	ɒːo	v
aͦ̄ṑ̱	ɒːɔː	v
aͦ̄ò̄̃	ɒːɔ̃ː	v
aͦ̄ȱ	ɒːɔː	v
aͦ̄ṑ	ɒːɔː	v
aͦ̄ò̱̩	ɒːɔ	v
aͦ̄ȯ̱̃	ɒːɔ	v
aͦ̄ò̱̃	ɒːɔ	v
aͦ̄ò̩̃	ɒːɔ̃	v
aͦ̄ŏ̩̀	ɒːɔ	v
aͦ̄ȯ̱	ɒːɔ	v
aͦ̄ò̱	ɒːɔ	v
aͦ̄ò͋	ɒːɔ	v
aͦ̄ȯ̩	ɒːɔ	v
aͦ̄ò̩	ɒːɔ	v
aͦ̄ò̃	ɒːɔ̃	v
aͦ̄ŏ̀	ɒːɔ	v
aͦ̄ȯ	ɒːɔ	v
aͦ̄ò	ɒːɔ	v
aͦ̄õ	ɒːõ	v
aͦ̄ŏ	ɒːo	v
aͦ̄ó	ɒːo	v
aͦ̄o	ɒːo	v
aͦ̄œͧ̄	ɒːøː	v
aͦ̄œͧ	ɒːø	v
aͦ̄œͦ̄	ɒːɞː	v
aͦ̄œͦ̆	ɒːɞ	v
aͦ̄œͦ	ɒːɞ	v
aͦ̄œ̄̀	ɒːœː	v
aͦ̄œ̩̆̀	ɒːœ	v
aͦ̄œ̱̀	ɒːœ	v
aͦ̄œ̩̀	ɒːœ	v
aͦ̄œ̀̃	ɒːœ̃	v
aͦ̄œ̆̀	ɒːœ	v
aͦ̄œ̀	ɒːœ	v
aͦ̄œ̩̄́	ɒːøː	v
aͦ̄œ̩̄	ɒːøː	v
aͦ̄œ̄́	ɒːøː	v
aͦ̄œ̄	ɒːøː	v
aͦ̄œ̱̃	ɒːø	v
aͦ̄œ̱́	ɒːø	v
aͦ̄œ̩̆	ɒːø	v
aͦ̄œ̱	ɒːø	v
aͦ̄œ̩	ɒːø	v
aͦ̄œ́̃	ɒːø̃	v
aͦ̄œ̆́	ɒːø	v
aͦ̄œ̃	ɒːø	v
aͦ̄œ̆	ɒːø	v
aͦ̄œ́	ɒːø	v
aͦ̄œ	ɒːø	v
aͦ̄uͨ̄	ɒːyː	v
aͦ̄uͨ̆	ɒːy	v
aͦ̄uͨ	ɒːy	v
aͦ̄ū̩̀	ɒːʏː	v
aͦ̄ū̩	ɒːʏ	v
aͦ̄ū̀	ɒːʏː	v
aͦ̄ū	ɒːỹː	v
aͦ̄ŭ̩̀	ɒːʏ	v
aͦ̄u̱̇	ɒːʏ	v
aͦ̄ù̱	ɒːʏ	v
aͦ̄ŭ̩	ɒːy	v
aͦ̄u̩̇	ɒːʏ	v
aͦ̄ù̩	ɒːʏ	v
aͦ̄u̱	ɒːy	v
aͦ̄u̩	ɒːy	v
aͦ̄ù̃	ɒːỹ	v
aͦ̄ŭ̀	ɒːʏ	v
aͦ̄ũ	ɒːỹ	v
aͦ̄ŭ	ɒːy	v
aͦ̄u̇	ɒːʏ	v
aͦ̄ù	ɒːʏ	v
aͦ̄u	ɒːy	v
aͦ̄ʋͧ̄	ɒːʉː	v
aͦ̄ʋ̱ͧ	ɒːʉ	v
aͦ̄ʋ̩ͧ	ɒːʉ	v
aͦ̄ʋͧ̆	ɒːʉ	v
aͦ̄ʋͧ	ɒːʉ	v
aͦ̄ʋ̱̄	ɒːuː	v
aͦ̄ʋ̩̄	ɒːuː	v
aͦ̄ʋ̄̀	ɒːʊː	v
aͦ̄ʋ̄	ɒːuː	v
aͦ̄ʋ̩̀̃	ɒːʊ̃	v
aͦ̄ʋ̱̃	ɒːu	v
aͦ̄ʋ̱̆	ɒːu	v
aͦ̄ʋ̱̇	ɒːʊ	v
aͦ̄ʋ̱̀	ɒːʊ	v
aͦ̄ʋ̩̆	ɒːu	v
aͦ̄ʋ̩̇	ɒːʊ	v
aͦ̄ʋ̩̀	ɒːʊ	v
aͦ̄ʋ̱	ɒːu	v
aͦ̄ʋ̩	ɒːu	v
aͦ̄ʋ̀̃	ɒːʊ̃	v
aͦ̄ʋ̆̀	ɒːʊ	v
aͦ̄ʋ̃	ɒːũ	v
aͦ̄ʋ̆	ɒːu	v
aͦ̄ʋ̇	ɒːʊ	v
aͦ̄ʋ̀	ɒːʊ	v
aͦ̄ʋ	ɒːu	v
a̱ͦ̃a̩ͦ̄	ɒɑː	v
a̱ͦ̃aͦ̄	ɒː	v
a̱ͦ̃a̱ͦ̃	ɒː	v
a̱ͦ̃a̱ͦ	ɒː	v
a̱ͦ̃a̩ͦ̃	ɒɑ	v
a̱ͦ̃a̩ͦ	ɒɑ	v
a̱ͦ̃aͦ̃	ɒɑ	v
a̱ͦ̃aͦ̆	ɒː	v
a̱ͦ̃aͦ	ɒː	v
a̱ͦ̃a̩ͤ̄	ɒæː	v
a̱ͦ̃aͤ̄	ɒæː	v
a̱ͦ̃a̱̩ͤ	ɒæ	v
a̱ͦ̃a̱ͤ	ɒæ	v
a̱ͦ̃a̩ͤ̆	ɒæ	v
a̱ͦ̃a̩ͤ	ɒæ	v
a̱ͦ̃aͤ͋	ɒæ	v
a̱ͦ̃aͤ̃	ɒæ̃	v
a̱ͦ̃aͤ̆	ɒæ	v
a̱ͦ̃aͤ	ɒæ	v
a̱ͦ̃ā̩̃	ɒãː	v
a̱ͦ̃ā̩̀	ɒaː	v
a̱ͦ̃ā̩́	ɒɑː	v
a̱ͦ̃ā̩	ɒaː	v
a̱ͦ̃à̄̃	ɒãː	v
a̱ͦ̃ā̃	ɒãː	v
a̱ͦ̃ā̀	ɒaː	v
a̱ͦ̃ā́	ɒɑː	v
a̱ͦ̃ā	ɒaː	v
a̱ͦ̃a̱̩	ɒa	v
a̱ͦ̃à̩̃	ɒã	v
a̱ͦ̃ă̩̇	ɒɐ	v
a̱ͦ̃ằ̩	ɒa	v
a̱ͦ̃ã̱	ɒa	v
a̱ͦ̃ắ̩	ɒɑ	v
a̱ͦ̃ă̱	ɒa	v
a̱ͦ̃ã̩	ɒã	v
a̱ͦ̃ȧ̱	ɒɐ	v
a̱ͦ̃à̱	ɒa	v
a̱ͦ̃á̱	ɒɑ	v
a̱ͦ̃ă̩	ɒa	v
a̱ͦ̃ȧ̩	ɒɐ	v
a̱ͦ̃à̩	ɒa	v
a̱ͦ̃á̩	ɒɑ	v
a̱ͦ̃a̱	ɒa	v
a̱ͦ̃a̩	ɒa	v
a̱ͦ̃à̃	ɒã	v
a̱ͦ̃ằ	ɒa	v
a̱ͦ̃ắ	ɒɑ	v
a̱ͦ̃ã	ɒã	v
a̱ͦ̃ă	ɒa	v
a̱ͦ̃ȧ	ɒɐ	v
a̱ͦ̃à	ɒa	v
a̱ͦ̃á	ɒɑ	v
a̱ͦ̃a	ɒa	v
a̱ͦ̃e̩ͥ̄	ɒe	v
a̱ͦ̃eͥ̄	ɒeː	v
a̱ͦ̃e̱ͥ	ɒe	v
a̱ͦ̃e̩ͥ	ɒe	v
a̱ͦ̃eͥ̃	ɒẽ	v
a̱ͦ̃eͥ̆	ɒe	v
a̱ͦ̃eͥ	ɒe	v
a̱ͦ̃è̩̄̃	ɒɛ̃ː	v
a̱ͦ̃ḕ̱	ɒɛː	v
a̱ͦ̃ḕ̩	ɒɛː	v
a̱ͦ̃ḗ̩	ɒeː	v
a̱ͦ̃ē̩	ɒeː	v
a̱ͦ̃è̄̃	ɒɛ̃ː	v
a̱ͦ̃ē̃	ɒẽː	v
a̱ͦ̃ë̄	ɒɛː	v
a̱ͦ̃ḕ	ɒɛː	v
a̱ͦ̃ḗ	ɒeː	v
a̱ͦ̃ē	ɒeː	v
a̱ͦ̃ė̱̣	ɒə	v
a̱ͦ̃ė̱̃	ɒə	v
a̱ͦ̃è̱̃	ɒɛ	v
a̱ͦ̃é̱̃	ɒe	v
a̱ͦ̃ĕ̱̀	ɒɛ	v
a̱ͦ̃ë̩̆	ɒɛ	v
a̱ͦ̃è̩̃	ɒɛ̃	v
a̱ͦ̃é̩̃	ɒẽ	v
a̱ͦ̃ĕ̩̀	ɒɛ	v
a̱ͦ̃ẽ̱	ɒe	v
a̱ͦ̃ĕ̩́	ɒe	v
a̱ͦ̃ë̱	ɒɛ	v
a̱ͦ̃ẽ̩	ɒe	v
a̱ͦ̃ė̱	ɒə	v
a̱ͦ̃è̱	ɒɛ	v
a̱ͦ̃é̱	ɒe	v
a̱ͦ̃ĕ̩	ɒe	v
a̱ͦ̃è͋	ɒɛ	v
a̱ͦ̃ë̩	ɒɛ	v
a̱ͦ̃é͋	ɒe	v
a̱ͦ̃ė̩	ɒə	v
a̱ͦ̃è̩	ɒɛ	v
a̱ͦ̃é̩	ɒe	v
a̱ͦ̃e̱	ɒe	v
a̱ͦ̃e̩	ɒe	v
a̱ͦ̃ë̃	ɒɛ	v
a̱ͦ̃ė̃	ɒə̃	v
a̱ͦ̃ë̆	ɒɛ	v
a̱ͦ̃è̃	ɒɛ̃	v
a̱ͦ̃é̃	ɒẽ	v
a̱ͦ̃ĕ̀	ɒɛ	v
a̱ͦ̃ĕ́	ɒe	v
a̱ͦ̃ẽ	ɒẽ	v
a̱ͦ̃ĕ	ɒe	v
a̱ͦ̃ë	ɒɛ	v
a̱ͦ̃ė	ɒə	v
a̱ͦ̃è	ɒɛ	v
a̱ͦ̃é	ɒe	v
a̱ͦ̃e	ɒe	v
a̱ͦ̃ï̩̄	ɒɪː	v
a̱ͦ̃ī̱	ɒiː	v
a̱ͦ̃ī̩	ɒiː	v
a̱ͦ̃ī̀	ɒɪː	v
a̱ͦ̃ī	ɒiː	v
a̱ͦ̃ï̩̆	ɒɪ	v
a̱ͦ̃ĭ̩̀	ɒɪ	v
a̱ͦ̃ĩ̱	ɒi	v
a̱ͦ̃ĭ̱	ɒi	v
a̱ͦ̃ï̱	ɒɪ	v
a̱ͦ̃ì̱	ɒɪ	v
a̱ͦ̃ï̩	ɒɪ	v
a̱ͦ̃ì̩	ɒɪ	v
a̱ͦ̃i̱	ɒi	v
a̱ͦ̃i̩	ɒɪ	v
a̱ͦ̃ì̃	ɒɪ̃	v
a̱ͦ̃ĭ̀	ɒɪ	v
a̱ͦ̃ĩ	ɒɪ̃	v
a̱ͦ̃ĭ	ɒɪ	v
a̱ͦ̃ï	ɒɪ	v
a̱ͦ̃ì	ɒɪ	v
a̱ͦ̃i	ɒi	v
a̱ͦ̃o̩ͮ̄	ɒoː	v
a̱ͦ̃oͮ̄	ɒoː	v
a̱ͦ̃o̱ͮ	ɒo	v
a̱ͦ̃o̩ͮ	ɒo	v
a̱ͦ̃oͮ̃	ɒõ	v
a̱ͦ̃oͮ̆	ɒo	v
a̱ͦ̃oͮ	ɒo	v
a̱ͦ̃ṓ̩	ɒoː	v
a̱ͦ̃ō̱	ɒoː	v
a̱ͦ̃ṓ	ɒoː	v
a̱ͦ̃ō	ɒoː	v
a̱ͦ̃ó̱̃	ɒo	v
a̱ͦ̃õ̱	ɒo	v
a̱ͦ̃ŏ̱	ɒo	v
a̱ͦ̃ó̱	ɒo	v
a̱ͦ̃ŏ̩	ɒo	v
a̱ͦ̃ó̩	ɒo	v
a̱ͦ̃o̱	ɒo	v
a̱ͦ̃o̩	ɒo	v
a̱ͦ̃ó̃	ɒõ	v
a̱ͦ̃ŏ́	ɒo	v
a̱ͦ̃ṑ̱	ɒɔː	v
a̱ͦ̃ò̄̃	ɒɔ̃ː	v
a̱ͦ̃ȱ	ɒɔː	v
a̱ͦ̃ṑ	ɒɔː	v
a̱ͦ̃ò̱̩	ɒɔ	v
a̱ͦ̃ȯ̱̃	ɒɔ	v
a̱ͦ̃ò̱̃	ɒɔ	v
a̱ͦ̃ò̩̃	ɒɔ̃	v
a̱ͦ̃ŏ̩̀	ɒɔ	v
a̱ͦ̃ȯ̱	ɒɔ	v
a̱ͦ̃ò̱	ɒɔ	v
a̱ͦ̃ò͋	ɒɔ	v
a̱ͦ̃ȯ̩	ɒɔ	v
a̱ͦ̃ò̩	ɒɔ	v
a̱ͦ̃ò̃	ɒɔ̃	v
a̱ͦ̃ŏ̀	ɒɔ	v
a̱ͦ̃ȯ	ɒɔ	v
a̱ͦ̃ò	ɒɔ	v
a̱ͦ̃õ	ɒõ	v
a̱ͦ̃ŏ	ɒo	v
a̱ͦ̃ó	ɒo	v
a̱ͦ̃o	ɒo	v
a̱ͦ̃œͧ̄	ɒøː	v
a̱ͦ̃œͧ	ɒø	v
a̱ͦ̃œͦ̄	ɒɞː	v
a̱ͦ̃œͦ̆	ɒɞ	v
a̱ͦ̃œͦ	ɒɞ	v
a̱ͦ̃œ̄̀	ɒœː	v
a̱ͦ̃œ̩̆̀	ɒœ	v
a̱ͦ̃œ̱̀	ɒœ	v
a̱ͦ̃œ̩̀	ɒœ	v
a̱ͦ̃œ̀̃	ɒœ̃	v
a̱ͦ̃œ̆̀	ɒœ	v
a̱ͦ̃œ̀	ɒœ	v
a̱ͦ̃œ̩̄́	ɒøː	v
a̱ͦ̃œ̩̄	ɒøː	v
a̱ͦ̃œ̄́	ɒøː	v
a̱ͦ̃œ̄	ɒøː	v
a̱ͦ̃œ̱̃	ɒø	v
a̱ͦ̃œ̱́	ɒø	v
a̱ͦ̃œ̩̆	ɒø	v
a̱ͦ̃œ̱	ɒø	v
a̱ͦ̃œ̩	ɒø	v
a̱ͦ̃œ́̃	ɒø̃	v
a̱ͦ̃œ̆́	ɒø	v
a̱ͦ̃œ̃	ɒø	v
a̱ͦ̃œ̆	ɒø	v
a̱ͦ̃œ́	ɒø	v
a̱ͦ̃œ	ɒø	v
a̱ͦ̃uͨ̄	ɒyː	v
a̱ͦ̃uͨ̆	ɒy	v
a̱ͦ̃uͨ	ɒy	v
a̱ͦ̃ū̩̀	ɒʏː	v
a̱ͦ̃ū̩	ɒʏ	v
a̱ͦ̃ū̀	ɒʏː	v
a̱ͦ̃ū	ɒỹː	v
a̱ͦ̃ŭ̩̀	ɒʏ	v
a̱ͦ̃u̱̇	ɒʏ	v
a̱ͦ̃ù̱	ɒʏ	v
a̱ͦ̃ŭ̩	ɒy	v
a̱ͦ̃u̩̇	ɒʏ	v
a̱ͦ̃ù̩	ɒʏ	v
a̱ͦ̃u̱	ɒy	v
a̱ͦ̃u̩	ɒy	v
a̱ͦ̃ù̃	ɒỹ	v
a̱ͦ̃ŭ̀	ɒʏ	v
a̱ͦ̃ũ	ɒỹ	v
a̱ͦ̃ŭ	ɒy	v
a̱ͦ̃u̇	ɒʏ	v
a̱ͦ̃ù	ɒʏ	v
a̱ͦ̃u	ɒy	v
a̱ͦ̃ʋͧ̄	ɒʉː	v
a̱ͦ̃ʋ̱ͧ	ɒʉ	v
a̱ͦ̃ʋ̩ͧ	ɒʉ	v
a̱ͦ̃ʋͧ̆	ɒʉ	v
a̱ͦ̃ʋͧ	ɒʉ	v
a̱ͦ̃ʋ̱̄	ɒuː	v
a̱ͦ̃ʋ̩̄	ɒuː	v
a̱ͦ̃ʋ̄̀	ɒʊː	v
a̱ͦ̃ʋ̄	ɒuː	v
a̱ͦ̃ʋ̩̀̃	ɒʊ̃	v
a̱ͦ̃ʋ̱̃	ɒu	v
a̱ͦ̃ʋ̱̆	ɒu	v
a̱ͦ̃ʋ̱̇	ɒʊ	v
a̱ͦ̃ʋ̱̀	ɒʊ	v
a̱ͦ̃ʋ̩̆	ɒu	v
a̱ͦ̃ʋ̩̇	ɒʊ	v
a̱ͦ̃ʋ̩̀	ɒʊ	v
a̱ͦ̃ʋ̱	ɒu	v
a̱ͦ̃ʋ̩	ɒu	v
a̱ͦ̃ʋ̀̃	ɒʊ̃	v
a̱ͦ̃ʋ̆̀	ɒʊ	v
a̱ͦ̃ʋ̃	ɒũ	v
a̱ͦ̃ʋ̆	ɒu	v
a̱ͦ̃ʋ̇	ɒʊ	v
a̱ͦ̃ʋ̀	ɒʊ	v
a̱ͦ̃ʋ	ɒu	v
a̱ͦa̩ͦ̄	ɒɑː	v
a̱ͦaͦ̄	ɒː	v
a̱ͦa̱ͦ̃	ɒː	v
a̱ͦa̱ͦ	ɒː	v
a̱ͦa̩ͦ̃	ɒɑ	v
a̱ͦa̩ͦ	ɒɑ	v
a̱ͦaͦ̃	ɒɑ	v
a̱ͦaͦ̆	ɒː	v
a̱ͦaͦ	ɒː	v
a̱ͦa̩ͤ̄	ɒæː	v
a̱ͦaͤ̄	ɒæː	v
a̱ͦa̱̩ͤ	ɒæ	v
a̱ͦa̱ͤ	ɒæ	v
a̱ͦa̩ͤ̆	ɒæ	v
a̱ͦa̩ͤ	ɒæ	v
a̱ͦaͤ͋	ɒæ	v
a̱ͦaͤ̃	ɒæ̃	v
a̱ͦaͤ̆	ɒæ	v
a̱ͦaͤ	ɒæ	v
a̱ͦā̩̃	ɒãː	v
a̱ͦā̩̀	ɒaː	v
a̱ͦā̩́	ɒɑː	v
a̱ͦā̩	ɒaː	v
a̱ͦà̄̃	ɒãː	v
a̱ͦā̃	ɒãː	v
a̱ͦā̀	ɒaː	v
a̱ͦā́	ɒɑː	v
a̱ͦā	ɒaː	v
a̱ͦa̱̩	ɒa	v
a̱ͦà̩̃	ɒã	v
a̱ͦă̩̇	ɒɐ	v
a̱ͦằ̩	ɒa	v
a̱ͦã̱	ɒa	v
a̱ͦắ̩	ɒɑ	v
a̱ͦă̱	ɒa	v
a̱ͦã̩	ɒã	v
a̱ͦȧ̱	ɒɐ	v
a̱ͦà̱	ɒa	v
a̱ͦá̱	ɒɑ	v
a̱ͦă̩	ɒa	v
a̱ͦȧ̩	ɒɐ	v
a̱ͦà̩	ɒa	v
a̱ͦá̩	ɒɑ	v
a̱ͦa̱	ɒa	v
a̱ͦa̩	ɒa	v
a̱ͦà̃	ɒã	v
a̱ͦằ	ɒa	v
a̱ͦắ	ɒɑ	v
a̱ͦã	ɒã	v
a̱ͦă	ɒa	v
a̱ͦȧ	ɒɐ	v
a̱ͦà	ɒa	v
a̱ͦá	ɒɑ	v
a̱ͦa	ɒa	v
a̱ͦe̩ͥ̄	ɒe	v
a̱ͦeͥ̄	ɒeː	v
a̱ͦe̱ͥ	ɒe	v
a̱ͦe̩ͥ	ɒe	v
a̱ͦeͥ̃	ɒẽ	v
a̱ͦeͥ̆	ɒe	v
a̱ͦeͥ	ɒe	v
a̱ͦè̩̄̃	ɒɛ̃ː	v
a̱ͦḕ̱	ɒɛː	v
a̱ͦḕ̩	ɒɛː	v
a̱ͦḗ̩	ɒeː	v
a̱ͦē̩	ɒeː	v
a̱ͦè̄̃	ɒɛ̃ː	v
a̱ͦē̃	ɒẽː	v
a̱ͦë̄	ɒɛː	v
a̱ͦḕ	ɒɛː	v
a̱ͦḗ	ɒeː	v
a̱ͦē	ɒeː	v
a̱ͦė̱̣	ɒə	v
a̱ͦė̱̃	ɒə	v
a̱ͦè̱̃	ɒɛ	v
a̱ͦé̱̃	ɒe	v
a̱ͦĕ̱̀	ɒɛ	v
a̱ͦë̩̆	ɒɛ	v
a̱ͦè̩̃	ɒɛ̃	v
a̱ͦé̩̃	ɒẽ	v
a̱ͦĕ̩̀	ɒɛ	v
a̱ͦẽ̱	ɒe	v
a̱ͦĕ̩́	ɒe	v
a̱ͦë̱	ɒɛ	v
a̱ͦẽ̩	ɒe	v
a̱ͦė̱	ɒə	v
a̱ͦè̱	ɒɛ	v
a̱ͦé̱	ɒe	v
a̱ͦĕ̩	ɒe	v
a̱ͦè͋	ɒɛ	v
a̱ͦë̩	ɒɛ	v
a̱ͦé͋	ɒe	v
a̱ͦė̩	ɒə	v
a̱ͦè̩	ɒɛ	v
a̱ͦé̩	ɒe	v
a̱ͦe̱	ɒe	v
a̱ͦe̩	ɒe	v
a̱ͦë̃	ɒɛ	v
a̱ͦė̃	ɒə̃	v
a̱ͦë̆	ɒɛ	v
a̱ͦè̃	ɒɛ̃	v
a̱ͦé̃	ɒẽ	v
a̱ͦĕ̀	ɒɛ	v
a̱ͦĕ́	ɒe	v
a̱ͦẽ	ɒẽ	v
a̱ͦĕ	ɒe	v
a̱ͦë	ɒɛ	v
a̱ͦė	ɒə	v
a̱ͦè	ɒɛ	v
a̱ͦé	ɒe	v
a̱ͦe	ɒe	v
a̱ͦï̩̄	ɒɪː	v
a̱ͦī̱	ɒiː	v
a̱ͦī̩	ɒiː	v
a̱ͦī̀	ɒɪː	v
a̱ͦī	ɒiː	v
a̱ͦï̩̆	ɒɪ	v
a̱ͦĭ̩̀	ɒɪ	v
a̱ͦĩ̱	ɒi	v
a̱ͦĭ̱	ɒi	v
a̱ͦï̱	ɒɪ	v
a̱ͦì̱	ɒɪ	v
a̱ͦï̩	ɒɪ	v
a̱ͦì̩	ɒɪ	v
a̱ͦi̱	ɒi	v
a̱ͦi̩	ɒɪ	v
a̱ͦì̃	ɒɪ̃	v
a̱ͦĭ̀	ɒɪ	v
a̱ͦĩ	ɒɪ̃	v
a̱ͦĭ	ɒɪ	v
a̱ͦï	ɒɪ	v
a̱ͦì	ɒɪ	v
a̱ͦi	ɒi	v
a̱ͦo̩ͮ̄	ɒoː	v
a̱ͦoͮ̄	ɒoː	v
a̱ͦo̱ͮ	ɒo	v
a̱ͦo̩ͮ	ɒo	v
a̱ͦoͮ̃	ɒõ	v
a̱ͦoͮ̆	ɒo	v
a̱ͦoͮ	ɒo	v
a̱ͦṓ̩	ɒoː	v
a̱ͦō̱	ɒoː	v
a̱ͦṓ	ɒoː	v
a̱ͦō	ɒoː	v
a̱ͦó̱̃	ɒo	v
a̱ͦõ̱	ɒo	v
a̱ͦŏ̱	ɒo	v
a̱ͦó̱	ɒo	v
a̱ͦŏ̩	ɒo	v
a̱ͦó̩	ɒo	v
a̱ͦo̱	ɒo	v
a̱ͦo̩	ɒo	v
a̱ͦó̃	ɒõ	v
a̱ͦŏ́	ɒo	v
a̱ͦṑ̱	ɒɔː	v
a̱ͦò̄̃	ɒɔ̃ː	v
a̱ͦȱ	ɒɔː	v
a̱ͦṑ	ɒɔː	v
a̱ͦò̱̩	ɒɔ	v
a̱ͦȯ̱̃	ɒɔ	v
a̱ͦò̱̃	ɒɔ	v
a̱ͦò̩̃	ɒɔ̃	v
a̱ͦŏ̩̀	ɒɔ	v
a̱ͦȯ̱	ɒɔ	v
a̱ͦò̱	ɒɔ	v
a̱ͦò͋	ɒɔ	v
a̱ͦȯ̩	ɒɔ	v
a̱ͦò̩	ɒɔ	v
a̱ͦò̃	ɒɔ̃	v
a̱ͦŏ̀	ɒɔ	v
a̱ͦȯ	ɒɔ	v
a̱ͦò	ɒɔ	v
a̱ͦõ	ɒõ	v
a̱ͦŏ	ɒo	v
a̱ͦó	ɒo	v
a̱ͦo	ɒo	v
a̱ͦœͧ̄	ɒøː	v
a̱ͦœͧ	ɒø	v
a̱ͦœͦ̄	ɒɞː	v
a̱ͦœͦ̆	ɒɞ	v
a̱ͦœͦ	ɒɞ	v
a̱ͦœ̄̀	ɒœː	v
a̱ͦœ̩̆̀	ɒœ	v
a̱ͦœ̱̀	ɒœ	v
a̱ͦœ̩̀	ɒœ	v
a̱ͦœ̀̃	ɒœ̃	v
a̱ͦœ̆̀	ɒœ	v
a̱ͦœ̀	ɒœ	v
a̱ͦœ̩̄́	ɒøː	v
a̱ͦœ̩̄	ɒøː	v
a̱ͦœ̄́	ɒøː	v
